BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
54;Dietlikon;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;27;Whg.;Wohnungen;
54;Dietlikon;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;0.75;%;Prozent;
54;Dietlikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;105.02;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;2414;1000 m3;Tausend Kubikmeter;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;58.5;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;4.6;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;4.5;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;22.0;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;4.7;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;5.6;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.8;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;1.3;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.0;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.2;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;-2.0;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;13.0;%;Prozent;
55;Eglisau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;-0.7;%;Prozent;
55;Eglisau;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;28;Whg.;Wohnungen;
55;Eglisau;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;1.24;%;Prozent;
55;Eglisau;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;126.64;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;4819;1000 m3;Tausend Kubikmeter;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;46.0;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;3.3;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;8.0;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;34.7;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;3.0;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;5.0;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.5;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;1.0;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;-0.2;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.0;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;-0.1;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;-0.5;%;Prozent;
56;Embrach;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;2.4;%;Prozent;
56;Embrach;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;60;Whg.;Wohnungen;
56;Embrach;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;1.42;%;Prozent;
56;Embrach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;130.44;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;1024;1000 m3;Tausend Kubikmeter;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;65.0;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;1.4;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;6.8;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;11.5;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;10.5;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;4.8;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.5;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;0.9;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.0;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.0;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;-0.9;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;0.0;%;Prozent;
57;Freienstein-Teufen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;7;Whg.;Wohnungen;
57;Freienstein-Teufen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;0.66;%;Prozent;
57;Freienstein-Teufen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;112.69;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;2058;1000 m3;Tausend Kubikmeter;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;64.0;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;5.6;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;11.0;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;5.4;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;5.7;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;8.2;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;1.3;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;1.7;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.5;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.4;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;-0.3;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;0.0;%;Prozent;
58;Glattfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;1.8;%;Prozent;
58;Glattfelden;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;13;Whg.;Wohnungen;
58;Glattfelden;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;0.54;%;Prozent;
58;Glattfelden;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;128.61;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;802;1000 m3;Tausend Kubikmeter;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;66.1;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;0.7;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;4.6;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;13.0;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;9.6;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;6.0;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.2;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;0.0;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;7.2;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;3.8;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;0.1;%;Prozent;
59;Hochfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;0.0;%;Prozent;
59;Hochfelden;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;9;Whg.;Wohnungen;
59;Hochfelden;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;1.05;%;Prozent;
59;Hochfelden;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;126.38;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;1273;1000 m3;Tausend Kubikmeter;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;46.4;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;3.8;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;4.5;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;34.1;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;6.6;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;4.6;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.6;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;0.4;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.2;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;5.1;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.5;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;0.5;%;Prozent;
60;Höri;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;0.1;%;Prozent;
60;Höri;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;9;Whg.;Wohnungen;
60;Höri;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;0.77;%;Prozent;
60;Höri;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;127.53;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;667;1000 m3;Tausend Kubikmeter;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;49.2;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;5.4;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;6.2;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;22.1;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;14.4;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;2.7;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.5;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;0.7;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.0;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;1.5;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;0.0;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;0.6;%;Prozent;
61;Hüntwangen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;6;Whg.;Wohnungen;
61;Hüntwangen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;1.34;%;Prozent;
61;Hüntwangen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;117.71;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;16173;1000 m3;Tausend Kubikmeter;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;26.1;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;10.8;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;48.1;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;11.5;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;0.9;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;2.7;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;-0.4;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;0.0;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;-1.5;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;-0.4;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.3;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;2.5;%;Prozent;
62;Kloten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;-2.2;%;Prozent;
62;Kloten;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;85;Whg.;Wohnungen;
62;Kloten;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;0.88;%;Prozent;
62;Kloten;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;115.00;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;936;1000 m3;Tausend Kubikmeter;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;74.3;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;1.1;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;3.3;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;5.8;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;6.5;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;8.9;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;4.3;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;3.3;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.0;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.0;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;0.0;%;Prozent;
63;Lufingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;25.5;%;Prozent;
63;Lufingen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;4;Whg.;Wohnungen;
63;Lufingen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;0.41;%;Prozent;
63;Lufingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;102.58;%;Prozent;
64;Nürensdorf;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;2349;1000 m3;Tausend Kubikmeter;
64;Nürensdorf;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;72.8;%;Prozent;
64;Nürensdorf;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;2.4;%;Prozent;
